tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,bTGOC_a8hbjDcA7-tKu-ZbQXzlM0XTtpmoUHtSwj4aRyPBU,Kim Sang Hoon,440,132,128,False,False,False,False
GRANDMASTER,5JM8oGeNI8zmXXGdcpeaC3RLOVF9EAoF5YY3m3A6Qav0css,UECA2,553,154,125,False,False,True,False
GRANDMASTER,TvYjgU6HGrVyz4UJ45Guwz_xoMwKbGHfNGL2aT4pqF4hiQ,딱 지건 대,485,144,112,False,False,True,False
GRANDMASTER,elOLgQuB-DK724AYn6KvBtA91W12ldAIBXwYEjN6qttLig,요플래,435,271,250,True,False,False,False
GRANDMASTER,-M2VutgXW1hLaZWAEwpXEk-vDLwn95jJYUHLi5huLL5_bvg,F A 군면제 서폿,346,220,223,False,False,False,False
GRANDMASTER,vkiluJPefQyK-uNAmu02VFt67OrS-gYhLaHRv26mI_Uvo-M,지하도시 비돌,226,58,38,False,False,True,False
GRANDMASTER,hyDMKYkYwnRnNdw3a_QGtqQoO1Q5_Fj2HS9Iay0U4956aa4,galbimando,397,212,203,False,False,False,False
GRANDMASTER,ByBXAr5gEvCYGxyMM1ll82kDXfnipyoOw65SPth3mf6s7Ck,T1 Oner,434,494,374,False,False,True,False
GRANDMASTER,4lUupzr2gRiSDFLMa1nf0CiVmCVRJWUZRpzD3FOElaqj788,owowowowowowow,308,122,94,False,False,True,False
GRANDMASTER,EQjoQpy-QweRW9VbSSM8yv69R9HzTP0tG0yQ-82qIFon0Q,내큐를바드삼,286,78,52,False,False,False,True
GRANDMASTER,zH00A0GQMWNuq88wSMM2h47W8tLe8k3lPNUxhVBhDFXyIXo,치렝이,225,255,181,False,False,False,False
GRANDMASTER,dp5K53BGozlKNNeJHXmLgbVO3md9GVGI-l3IQ-gcKQrr_oI,i am jo jo,238,432,400,False,False,False,True
GRANDMASTER,4vdlLWzPyIvQkmsFvySBgPiVi4NH-b37lZSirpr5_4dcLTU,OMG the  bug,193,338,307,False,False,True,False
GRANDMASTER,XWC076VdKRkaG4PNmUp3zT5PLWxJwNos2YDlMc2Uf5f73Jo,광광우럮따,458,257,224,False,False,True,False
GRANDMASTER,fX1OMkwkYdEoSIC7hnxJmXbfi80ANpUjoAok9rYPNUY8bSI,맨질맨질보노보노,407,458,436,False,False,False,False
GRANDMASTER,yyeJ3Ckn27xP0VYhRQkeNkesUeaHVkBjUWAvS3OA3R0nycg,이규원,383,189,115,False,False,False,False
GRANDMASTER,VhP-boxyPW-IzkxYu3I_LutxcGNhSZD5U-hUThNykXEz3zw,qiaqia,475,239,214,True,False,True,False
GRANDMASTER,cmHH49O6Pj2ilxHbZnbVsgiHm25ayPS6zOduCZ7K-8IFv90,크리쳐fan,341,215,218,False,False,False,True
GRANDMASTER,VlQ3hPgffAYLt7BT4lbVdr_vEGwFrkxTNiTDDlVIedNG21E,잼 비,239,144,132,False,False,True,True
GRANDMASTER,Iy33nKmbFNtc1ki9OX2LBY5gQf1V6clolB6bQC3eLjKZLm4,몽강당,238,237,217,False,False,True,False
GRANDMASTER,XEB07Rkyih2aNmbmpsZMAblRrLTvaoJOhnt_U3-YQfvb3LY,Crawl forward,227,76,52,False,False,True,False
GRANDMASTER,fmlXaNBvx13W_dpm-pHd6bpgPXQhhiG1ZgZI3eeKYGvuw-U,Go Away,330,299,269,False,False,False,False
GRANDMASTER,ss__iKZNj3_LPgNlrI3RwNq2P3Tn7eMQlGEjN6NgD2HVjVs,멘탈잡자으쌰으쌰,340,473,494,False,False,True,False
GRANDMASTER,KyF7lxiq4XJjhRlsajXnXvWX_c1ajWHaxqP1Od8H8GVKSVk,FWliuhao,349,417,444,False,False,True,False
GRANDMASTER,inOphpBSAKASapBKkDFYM44YrPioL-ibA95RFtR0AJ9s6yE,오리지널찰떡쿠키,482,63,46,False,False,False,True
GRANDMASTER,8lQtpeat4HWXW-eFgqds8wi4NzVcpWzP7RVgFk-U7n0DATs,Blank,371,91,74,False,False,False,False
GRANDMASTER,7BrelDzExdq5tq0BXSXZmrOJoOsL7pNGp7Is7p200wCm1wg,멀리멀리날아라,242,67,33,False,False,True,False
GRANDMASTER,Q27vuQWRw82Wmu9epTHVjRStYkJbq7_2QYDFnEBmLeePOYw,qwerdftyuggg,387,363,315,True,False,False,False
GRANDMASTER,pW-B1hIbMayuvpU6uXzQWIlQpElrkzKblq1Y7NWcKG4WhXw,중고 핑와 삽니다,274,157,89,False,False,False,False
GRANDMASTER,6FMmanu6glctJ1C-pwwMat48h3LBRkzsf8rB2RyThh95yOo,Uehara Ahri,291,193,181,True,False,False,False
GRANDMASTER,OK1ECin61zJ6-sO9t6-izWmsowUCttL_uSlBzNTAQg7aVDc,INVADED,502,313,282,False,False,True,False
GRANDMASTER,7WyddQUI_47J9LcsZCViKRVUZkhszMeJEXbe76G5xWf7Ndk,Aseer,325,342,326,False,False,False,False
GRANDMASTER,jzDh7Zqv9Q-JHrD6eKF1jrjQKR6SpdezxdAkMObd9MtNL-A,FA DoRun,448,192,152,False,False,False,False
GRANDMASTER,8dQdtDg6seQ4ANr-tjY47ZUQIkWhaLoasOP7wy3xF-e1YzQ,a93cbd98gy1gcign,488,480,447,True,False,False,False
GRANDMASTER,wnls8ZxGNMh5Ij9g5qZsMTTeZMRzBbPNSXkfO9YcRlCxug,이보검,502,204,147,False,False,False,False
GRANDMASTER,HTtZSdlFPwsM48fKdxD6ooGxbHASv61WCOyFciQOxQaA_8k,Excuse,262,263,249,False,False,False,False
GRANDMASTER,Gifl38tGWpOmbHHxZhIQ23JX5o3canziIbDWa2_jfWobq4Q,그땐 그저 좋았다,237,124,104,True,False,False,False
GRANDMASTER,NAItYFeDYfDsd_UpYjQ4S5pd4MkrPsKzNGKCyZmJjVgxY6Y,tyi,212,139,118,True,False,False,True
GRANDMASTER,8GT7UHtvWUv9l2ztZGn4LtyuMMHRwsuPOTgq5uN5GzmiolE,제버지,204,155,133,False,False,False,False
GRANDMASTER,oQoqWZ2FJ5SQLC1ujlGtFaDhs5w1OtIl5USXXfRiiuq8aw,saebyeok,271,116,107,True,False,False,False
GRANDMASTER,VI_Bktezy2GUhEvo106Svt-tJP_5Pf12EvKgA-qUY51DKXY,ggggffff,501,137,121,False,False,True,False
GRANDMASTER,Wz6fhbYumHPzMp4mEO8bUqJtmWVtgU6AfT-mP_gkOmAKqg,급하게하지마세요,271,36,20,False,False,True,True
GRANDMASTER,EbvAGzxNSW864PvalfEHtPZBGNX6nEZkJGOtqSwr4246Umc,i want to Alive,354,314,278,False,False,False,False
GRANDMASTER,bzW5i-o6R80ol6AlWH_ngeDn4q2mk4TTMM55H-vRC1psVT0,zhong men dui ju,509,225,188,False,False,True,False
GRANDMASTER,2CUKXT7a9Mg2yvxeKmoj_izlKVjW1dxirvi7snghcjtrq_E,FA BUGI,407,123,110,False,False,True,False
GRANDMASTER,SAglQDdc9iGIggQHS9YFgHxexxh7LrgagkFwyDQ1sa0Kxss,용호냐,560,135,62,False,False,True,False
GRANDMASTER,-vDWjqGmSLcns5G4bbWB5-XQKKU0BMDWW3enH3HCfe6o-i0,Glassy sky1,397,184,159,False,False,False,False
GRANDMASTER,l6_S3lwMEWE_X0uB3NwktKgBr9KPl196N2N_k679-jo1bn0,외로움자1,337,213,136,False,False,True,False
GRANDMASTER,cEPPL7g8RlFkuJ9L33RBJqeGfopoB-nsttiezkGRNq-81WE,곰바위게,266,56,26,False,False,True,True
GRANDMASTER,uZ_dWnOfOUQFM1l8J8NvkVMzxRtJAxWLHFRpVX5JgEjWj3k,ap4369,332,139,100,True,False,False,False
GRANDMASTER,uQTNARPqA6nBVvGgqXmoPlMnNox8Vlbx6_tZpecx8Q-unVw,고개를 들어 ,242,136,112,False,False,False,False
GRANDMASTER,CLCZkf_zjPDOh83FMXXFSdIX_g_vXu6bgsKD31qy-sHlf_I,szygszn,606,376,349,False,False,True,False
GRANDMASTER,DrvEwIZMjhOrLOqXc5hkEBsDckWlHaO6lKjMQsEkjrz2w38,끄으러쉬,201,128,151,False,False,True,False
GRANDMASTER,oD71_KvxPqGLTXXvl-WvFYXdUS1Zl7KMiwyoWzpXb8_zlqU,정신나갈거같애,521,231,202,False,False,True,False
GRANDMASTER,MwMAGe7ndfKp0nY9taji8LsnabHHzV3wdCNGDVvKxairYGA,넌확실히강해졌다,295,112,92,True,False,False,False
GRANDMASTER,1FNHDQtSY6xavNEJcbtIAB5WZxrTox83dEN9Ws2skF-aC6Q,이도류,581,259,240,False,False,True,True
GRANDMASTER,b6vefaWV9N4qbZkTITQdCh8KaxX4XVWSkWg-OGWcus_kTAM,멍멍뭉뭉미,213,219,213,False,False,True,False
GRANDMASTER,12nh0DiS7bKcKE23O4pCAZJDMp0Kfeo4woZkEJ5hJQa8qnU,핑크와드 많이,309,267,235,True,False,False,False
GRANDMASTER,GUNtjeodR5ZFENEstK5mFTUnOgsH-KQ2UDPp1D1Ytog746g,By 불비,422,252,234,False,False,False,False
GRANDMASTER,P1EwDwHaBkk6EY_z--3oxRSyp-p7uv5qyTSMFI1ydDZs4RI,GALA1,294,108,98,False,False,True,False
GRANDMASTER,C0jS2F6xfXZlvz6s3cD5X2RpDsjLjMXpnQrDeES5fpvyHA,123465123,207,229,174,False,False,False,False
GRANDMASTER,aMRsBKoi2wRDz0SBgztvtiY_urDc9zGtb3a5sm_-Gjs9NQ,성훈킬,310,206,185,False,False,False,False
GRANDMASTER,CySBCl-Vr4rJdrX_Wh2M4eDkepjrDqMQ1J2Iblia95ZbmNs,역시폭근,424,106,63,False,False,False,False
GRANDMASTER,hEL92su8_fGkappfZSDHScYqSAaPLM2qWjecgSNaH8vnBl8,LPLLPLLPL,234,182,149,True,False,False,False
GRANDMASTER,bh7PP-8ov_fHmlGZJGjk2NVeX8m6FSb-gql8WBM6-CXh7RQ,앙 김뭉치,240,246,223,False,False,False,False
GRANDMASTER,KoQR8LASupuiufWPU0TmRcgEPsTitgviG4tAmTgQYpdBFbo,5Kid 5Kid,288,227,205,True,False,False,False
GRANDMASTER,9Ub2bFIAHIRd7IiZWmuEkNsiU1ujBNtxmoQceaO8JCX_BKc,컨디션이곧실력,437,395,407,False,False,True,False
GRANDMASTER,hbRFpLIWkT5JRocBKLde07Vkberof_Hw6xb2AEM-yZwjgtQ,백색말처럼,341,299,285,False,False,True,True
GRANDMASTER,agRC7obHubeTXkvP3c9dAwL7LcNJKdnUplVpLzgzYl26fQ,SANDBOX KingKong,550,223,188,False,False,False,False
GRANDMASTER,T-JZo32j-yJXNqkiPV3W2QxN691NL71_MX08CKzFuKSiIGc,T1 supernova,172,499,488,False,False,True,False
GRANDMASTER,eoa6l68r4gZq62D988psu6Ad4cKE9LtWIhN5gteE_MSFGkg,Undone,505,120,96,False,False,True,False
GRANDMASTER,VLQIlQ33i_UN7ZPFLlSeyXPKqP6quAe0FjtZEo9ZAafo4B8,김데데드리프트,272,118,111,True,False,False,False
GRANDMASTER,2XsObAXIOMsGBrUMZZ_9We7HRWtgAERnhKy_KC4aRDZldmU,zhen de lan ,432,246,215,False,False,True,False
GRANDMASTER,37i4a2e0Uhg4b3MzwDWIAruExVfs5JR1nj7IbQ2IZJvrYPo,AF 으아아앙,336,369,353,True,False,False,False
GRANDMASTER,NyJx2B5w3COPWcvME-6gzjkOCPu-tphoikxY3cZ2P0JKwDg,tlqkfdnjselfckdl,312,196,124,False,False,False,False
GRANDMASTER,YXdrSlz0VabHZh00XERWz0HB5hIoPYBgPZrPbTlQ8KrgmgY,BRION Wizer,366,102,89,True,False,False,False
GRANDMASTER,5_kxtxsE4elUZbkddZhb4EV-u4Xg6cCBYGCl6JqW4R9oRw,전두엽제거탑솔러,164,172,152,True,False,False,False
GRANDMASTER,B4qHGXAuXYqu1Ug-uJ2Dhvyt5MZDLcAEOSkpG88_Ykp02Yw,내 플레이에 집중,218,241,221,False,False,False,False
GRANDMASTER,jwqK12ZL5cfnHbsHsR5pnE5krGob8AP7meJSPX2Yn3EI7KY,Wyvern,434,255,245,False,False,False,False
GRANDMASTER,24VXYQLYZRhyfYBvbO3GpbeTgPwMQyvRcsadMkTjCDBBZrY,ping siba,420,368,347,False,False,False,False
GRANDMASTER,6VPS1LQdkV1eqSG25spbL1O5dBsPC8Vlr9Y84DzAbrUieQ,새하얀 thigh,278,187,159,False,False,False,False
GRANDMASTER,GMsPp2igaaporJQBdw7gxxqzPINBywDc8Uda7I8L_KMpD-w,zhendiao,197,121,106,False,False,False,False
GRANDMASTER,PbfZGbsSiaohLcKekG-Kc94iCr5WxiGql3XLWaMzxiYv0fY,Eerry,425,251,218,False,False,False,False
GRANDMASTER,BHS2Z4iEAieqsyvE84Di8i_6ANkFB9RRo8xOYLdYVlKEUdw,3레벨 바텀다이브,286,228,210,False,False,False,False
GRANDMASTER,9NtzTbRcUbt9GIhogkDft-PepB_L_Mq9M8UaUHX9FPYjBjE,Shadow2003,351,139,152,False,False,False,False
GRANDMASTER,yrLfo4r0ZUV0F7bAyZ4CTkjVvtiD_023KVuPmCt5o-KBF34,ZVT,292,132,132,False,False,False,False
GRANDMASTER,H1I4A7-L77l5Avc3IY1_QI5y-GDDslIVdvADCJA-yOf_Yw,DRX bubbling,406,221,201,False,False,False,False
GRANDMASTER,JP2LF9Wu31gJP2J2AYmRNE8S8wh4OVKgh0Yemr2GddVR50M,MCX Bruce,449,294,269,False,False,False,False
GRANDMASTER,EfZVxlQpMK4OmCGHN_upZS-1Lg3Q-XIjsKa-1BDA_oP9kg,땀비몬,294,213,208,False,False,False,False
GRANDMASTER,HgELQLehA4sCakyeyvjXbHr_e0a929BU3GI9q_2ye033FnA,CCRGB,408,114,111,True,False,False,False
GRANDMASTER,kub-P2jeyQLBPO7eGtNH9KvSST_7FB_eRwYezco2-Jv78F0,kuangxiaoma,405,140,116,True,False,False,False
GRANDMASTER,s4Zp9xzA7lhRFOvkSXKedSRj1QDgL8xGshERl_iAW7kF3Kc,AuSong,492,257,179,False,False,True,False
GRANDMASTER,DvIAQDdy_ftP-_AvEojVjOrlP3ds09AMOAzlgWLrIWEK2Tw,Gen G Ophelia,555,436,412,False,False,True,True
GRANDMASTER,k8-paWw4oRe4zpGSbyYDKaFj1yf-aqt4znun-kU6WE31KxQ,정훈이는 못말려,381,92,94,False,False,False,False
GRANDMASTER,AJKhsK3F0K5BQqM5mZEFzQRX_ev9QOZoxruXJ8NkiDNo7ts,Destiny YouTube,344,206,192,True,False,False,False
GRANDMASTER,5j5fnQ1oiApY2x78tOXxuaxwZimM4jvpQLnJIsh_BDggxdc,힐 써서 막타 침,229,516,530,False,False,True,False
GRANDMASTER,mqOUXtDOkR7k4rqvaRt5Dq_q-CLxCpOn_wG0udKg4Nqsoy8,HeyGirl GG,358,408,382,True,False,False,False
GRANDMASTER,xN2rneuL2Uh6d3WPXGzADlJxTtJj5oKuhOeyETyYy6xyyDY,cute heart,395,80,62,False,False,False,False
GRANDMASTER,tNzOOTpR-dCC-f5e2hAlk1_4VvjH0vubscyFqqrjevKZXRQ,DGA Dalia,575,223,189,False,False,False,False
GRANDMASTER,-oIH7JQdBsnJ7GG6hpcsZ6jZk5Tnv-cRzUIUR5dAo7FFiA,GoongTube,143,308,297,False,False,True,False
GRANDMASTER,822p0Nw75JzVg3Pilgo-A4tcoUdHQ_TXaniZc_TOh90cYvY,Elixnagnip,238,141,122,True,False,False,False
GRANDMASTER,IymxGfkPghP3_wuLLE0WJ6jKmXZXkPVUfxvYd2QWsdvYodQ,투니버스리즈시절,219,207,203,False,False,False,False
GRANDMASTER,WG-MVa6Y9uvm20eOcCKaUV63wss_YBSujI7hZYmW22gNDRQ,Kumiko Oumae,291,136,110,False,False,False,False
GRANDMASTER,Y_lto_j9qvZ8wsM4yHm3bvUcvPKydS79GzMRyvuEThO4HiY,AD Vertex,195,281,249,False,False,True,True
GRANDMASTER,Il5xuQzI_JsUJLRD7lO1cNcshWoQMla2VQK1S6d6C8sCz5s,널저패겠다,261,90,81,False,False,False,False
GRANDMASTER,LuHDRo8-IbmRgIiijOxymEP9XV34W86o0HJWQFbOG_cDOa0,Gen G Smile,262,325,323,False,False,False,False
GRANDMASTER,6TSdZIvuOR7y-eEnjdkvoSfZmATtq1ha66mt_rk-72K6xC0,DFM Evi,347,189,169,True,False,False,False
GRANDMASTER,DkJ3X1zRlbnRsh08EMYGNmwYg2rQxXdn9DCb1_DU--8JBJc,하미과,185,166,154,False,False,True,False
GRANDMASTER,WgA4K2YOxxW0o6PFQj0w-9DeEBX82IJcsh-wyb0glA4J4w,게르세르끼,465,157,116,True,False,False,False
GRANDMASTER,CpxbxWhJYSEXuoNQMg5ubjspMHN2U5Ppm-GsBgYgbxwPMoU,코 태,522,89,104,False,False,False,False
GRANDMASTER,tepmabKSpgkKChvUIzzgkqE4nzXNL0oILEoGzLEA7E4y1VI,mangseorijima,366,226,144,False,False,True,True
GRANDMASTER,GfRx5xTcd_AEs3rHJbgkiQZ6nHdZ6Mr-fVOiOU9Az_msyCU,2020 1월 27일,265,117,97,True,False,False,False
GRANDMASTER,Fj4IMZOc8eT5_aDFuzEfFUyaM0kp512-S8t3jgaAZZEErQ,멘탈좋은트라이,349,459,435,False,False,True,True
GRANDMASTER,jN-NumHbRsQmhGJPxyqQBquxQMlBi7aOqndFcbPC5M7RdkI,Dictator3,401,110,90,False,False,False,False
GRANDMASTER,MLJqaZeE7rbmHIvljSPEnPJPktacG1Dl7dY7PjopjJsShvw,MeokMul,276,181,160,False,False,False,False
GRANDMASTER,VCLmo2Qjoqm5AGLBHzl-qRvMbD_G5w1Z-OLqgjd6FiKxEBg,7777k,468,325,290,False,False,True,False
GRANDMASTER,1n8beS_cu7aYsHIwLZWeDxE9z52YoDhhTSXnFUEFE_1coGM,gIhf,388,141,125,False,False,False,False
GRANDMASTER,I3djyBqZtfPscvGou1R4Yt_AaQvexADy_kWlw2QpICa6Sqc,T1 Wooje,570,308,304,False,False,True,False
GRANDMASTER,EScpikIjKdtw9ShNbgppQrYwC51ccirsp2cyxYtHbcJxo7Q,Gen G nyx,423,458,449,False,False,False,False
GRANDMASTER,O9rKnsCg-5BkPurDIA5c1G8J1Wigp1IAQO-q63M0q17m5gc,햄이너무조아,242,115,85,False,False,True,True
GRANDMASTER,Ry8GAMBaKSKKBfcp0K3VfdridSAnS3IQr1bihq_NHujCCKE,ELaB BAekHO,396,251,227,False,False,False,False
GRANDMASTER,cLF5PY_EZf3dUdzdu_KRL4bf4MUfB5kAdbFcB8uLpfSx7TM,pupurourou,285,179,156,True,False,False,False
GRANDMASTER,raaXQskaun8TNKp1HgKPpWdbgplldbAZ76GwWcPypLLZHM8,함 알,547,359,327,True,False,False,False
GRANDMASTER,RtizPgikuiFVGhWRTrJZkXY8yFrhGZchzVEBf7xpGJj-ol4,서폿 is DOGU,357,70,44,False,False,False,False
GRANDMASTER,zUd4QU78MxTxrLk0VQXKH1_HcAkEliJwlj7JBYTFjTI-xyM,Popeye c,220,201,187,True,False,False,False
GRANDMASTER,6vmiReuzoYxDY71HKNwag3s5spq9JALewI0WEGe5bORwCLw,치 디,395,131,66,True,False,False,False
GRANDMASTER,Tm8J357YvC5b6-ThCjyz7ghcBkiarpMZCBlJV7b9dgBOdT0,상하휴상하휴상,287,241,205,False,False,True,True
GRANDMASTER,fgz6ujNJTPPKrebkzDeqRrnUlMXBNzB5sXrdbWnco2k1rR0,lIlI11lIlIIII1ll,266,169,139,False,False,True,False
GRANDMASTER,3Wn1mx-gzqIezT1If4QoS1fdxYrzUOE83HpiLj7D-Q4bKSY,플레이어남탓중,291,194,170,False,False,False,False
GRANDMASTER,I_g31iF-1saOMjh5wBSkHlPEEEX2AeypLtEwiSIYyTjhQSk,sup격차,374,134,120,True,False,False,False
GRANDMASTER,jb_l9ZTTiB8TlYJNbd9bgQpTK2W7S_A3nGzEEHBMiAQtDlk,mafeifei,208,243,185,False,False,False,False
GRANDMASTER,KOy9KaD-9T5aQoo-OYsWBr42A0HrLNLa0sOAx4dFk0hQhlE,쓰레기중국,328,74,52,False,False,False,False
GRANDMASTER,mPuPFZU1VjmEJFx_2GQHc6bo0Oq7JZBx6sxvrKTqiE7eq0Y,Howling Bigshow,266,327,319,False,False,False,False
GRANDMASTER,Y-sLKwxcYOYx8eg8v5CzUAvewWbUtqITpV1TLXeMDtJ-GkQ,KT Ray,457,440,434,False,False,True,False
GRANDMASTER,gy9CJqaIxtW_J8h5wcQpqpuLzFBdObLXRdI5UDZnoIQeDQ4,ADaaDDaaDD,310,108,78,False,False,False,False
GRANDMASTER,dGe7Lk9rGnc0usJLCIRUrhi4VzZDhw9dfGJ2YHjN0tjrfQ,커피물조절장인,310,256,236,True,False,False,False
GRANDMASTER,2CZo_uJKR5Y4--kzVb_fDxo9w3XVzxUgX-g65Qi9Ptw1eBs,Anonymous1,229,90,71,False,False,False,False
GRANDMASTER,s-aSE7Wkb01MervecB6RxJ97x9nS1g5rzr05Ix68LyhF2tM,Bei ji xing,217,215,205,False,False,True,False
GRANDMASTER,nki8ucQhBc3fj9TkNo-nVIdtoh52-Q1INDEhJ4YqEevf52A,엘 림,234,203,199,False,False,False,False
GRANDMASTER,8pnVSZzVSER6orJutsTYW0D7oHYiG-wlb1Q1RBAgOUVk3mA,돌아와 리정혁,339,423,384,False,False,False,False
GRANDMASTER,pzAa9F7jPUO4zt9yiCrUqozQ9p6ZbUsQqCzZ3s1uZw0JILo,2l3204284vu0 ,202,393,380,False,False,True,False
GRANDMASTER,wbNcMmoFl34onbxE5brvZOfIEDJgVaLZwAIJjS8s7lkZBQ,단밤 강새로이,211,368,350,False,False,True,False
GRANDMASTER,qJ9-AxTjX8lul7XuB_rd8Lwv2OvbkDEY5MkwajZU3n6qdlQ,내가사랑혜 선,340,119,50,False,False,False,True
GRANDMASTER,e6mq-XhzXAS1wmMju5MBfVbqgBU32vNPX_KtQ1UsOzhhrw,MAI WAY,464,115,87,False,False,False,True
GRANDMASTER,0KG_DDKEOVJah0681TEiNOVWD1ZSBxmCKFR74_aW0OsrtPU,뿡 형,272,314,301,True,False,False,False
GRANDMASTER,F-XgcqRBDDJDEAwmiDiTmPeXMvmdtUJgxMmNppwTwg3J0YI,zhuzhuboluo,425,265,247,True,False,False,True
GRANDMASTER,yvriyjdNZGgNnwxX7_uGa9nG-ffOKNcuG50hl1-b07f4IGY,rownjtrkxdmsrpa,479,152,124,False,False,False,True
GRANDMASTER,RiekI6XbgaNNgxigrgFKBLzAlpAWGxYIexwO4acHvig36w,천재견용호야,589,296,283,False,False,True,False
GRANDMASTER,ELt75_vs4dlYhtZdQk5prfwO8VGE3ljhvW-mTq-7tFi6ZhM,오뚜기3분미트볼,305,32,16,False,False,True,False
GRANDMASTER,h8UGflwol-e2A9Y_rat_WpWWWkvEVAo_Vb9bRpLGzbjS0wA,wyg,207,128,74,False,False,True,True
GRANDMASTER,1kEoy0dDdQlkcjfemuMYhSh1qcHJi8-w7G7Lr7DR2dxKaQI,BOKGU,348,147,119,False,False,False,True
GRANDMASTER,H5jAMvLkEw4cQOBftarlKwa0G1xPjtF252XdgjUyycwRTg,Awesome Ferris,442,166,136,False,False,False,True
GRANDMASTER,5a5SFnzgR3lgotK4Fmn7k6fgitFYos78p9EcoBFo1ynA1A,나쁜말하면차단,470,257,250,False,False,True,False
GRANDMASTER,iYkxak52T7_Mbp9aXrNlwMH2fHB4ZfV3R8Grn0xw8Ti1dpY,도녁갓,245,349,328,False,False,True,False
GRANDMASTER,vuIGxF5nc4Qpb-2xiVqWWbpXyeprtSfKy64PlTlTDYOXPg,압도적인,215,76,85,False,False,False,False
GRANDMASTER,TrJB1R3jumBeibvxEvRqIHKUrQ35JSUdomcpg6u06mrdaQI,jkjkkkk,392,416,421,True,False,False,False
GRANDMASTER,nGkdDZN4q6KthOysmsugnY4PRFJ-7pqnHkLk8xxe9cXci1g,Tlcc SnakeGirl,232,240,195,False,False,True,False
GRANDMASTER,yJ5iskeXpQNldLoq5mgvihaW1wkNd4fKgdIK6B0gEila0sA,영혼 막대기,577,349,319,False,False,True,False
GRANDMASTER,jPqiT_wht6JT9pYR0_leZLMxRT3TCYg1JkT9E0Mm_bBgLZo,assassin0,355,178,156,False,False,False,False
GRANDMASTER,fHBaVdnk3J7eAInZZOjFIcFp__WLO5T-jDuA947fOi5fYzQ,ESA Belief,221,192,154,False,False,True,True
GRANDMASTER,IjMIQU2mCei_H57YYH_bm2qzu264GdgWgdCZ0fj919vvYR0,SANDBOX Leo,487,68,54,False,False,False,False
GRANDMASTER,oJZKg1ncOBhl1h18Nmqfiz5-vGGtyblTxpNoloB_mxUDALc,ESsibasakiYa,212,110,91,False,False,False,False
GRANDMASTER,eRkotkMNZSb_JfNB4NpeY8LaQhVn7XZgOCBYuAzYHSb0cRE,빵속에 순우유,265,190,202,False,False,False,False
GRANDMASTER,OpxFEYEhyR_1PVpONc62FHdgZGEyDb0qCe3GD2m_LVeJnaI,ca1m down,324,312,291,False,False,True,False
GRANDMASTER,fJZ8bSW7aqeITtOphfg_IYxC9RDBRB4OPeYYTzX0dECD29o,Saber02,347,248,221,True,False,False,True
GRANDMASTER,xkq7sD1sEDLSGxRI8l5pOmrSC9UL-9fR4ix4GOx8Do9FNg,CCrazy,274,217,207,True,False,False,False
GRANDMASTER,yRL5-OZPAHqpHD_8iKQ17ounjs_O55_uiD-o_wrXoqsJV4c,Gen G RueL,436,381,361,False,False,False,True
GRANDMASTER,GIVCtceN2YIh3nKdVaKE0D0tMYRboRCYW4i2fZQ8qutaeZ8,like cz,451,105,74,False,False,False,False
GRANDMASTER,GcjB4oIs6Kh8hRjcYXQZemF9zJL2YHYb_3ElkJzqifuoGQ,모 모,426,73,77,False,False,False,False
GRANDMASTER,lrEFD03wk5m7_R9f6GTfl6CPjG_89v57s6xx4D3oc7OWXc8,Liuzhangli,407,109,79,False,False,True,False
GRANDMASTER,ZSOor4fjzvGGs-yfrdCquRupDFmHPz8FvcTVOLoXHSqdEPg,whisper snow,510,289,264,True,False,False,False
GRANDMASTER,eIPjQ3ETZR9jmAyU5jJ7-2k-hBYi8W02qf0iL6H3BU5eig,Swordart777,499,203,183,False,False,True,False
GRANDMASTER,W89bYaCTtPdhfT-KgMP1DHi1S-S1sCi3V0fCWZczibduF64,도녁맨,422,170,145,False,False,False,False
GRANDMASTER,znPRnpmFJ9RSY-xTF09_3loMV3zc7n19d5SkdGTZEQgD4Yw,생고등어,388,190,164,False,False,True,False
GRANDMASTER,9eN9Ev_eXlUaTWc-WigEA3eOSQGu7AjaCB4HDsMkEuqbPnQ,Pz ZZang,455,86,66,False,False,False,False
GRANDMASTER,grvzAwccQDSPOSTJ8BFHd5ZVulFU4-RdiIlcQhKD7YTE5X8,Mocha,243,247,235,False,False,False,False
GRANDMASTER,GJDWeOkpxMwcX3mZToblGkc30mxoGBXBhHsOO4XbifH7sa8,sakaIaka,433,92,54,False,False,False,False
GRANDMASTER,1SNjG6cX1Fl5HRpwYqDEl37A4wm00M0EaXwxDMe6pQWFAQ8,WE 77,529,174,154,False,False,True,False
GRANDMASTER,DzMJh11YRRmLzoZ_LqY8KcrtC_KQIxZSl7vVaui6QPmNeA,지헌7,202,131,111,False,False,False,False
GRANDMASTER,S6RlIWj4Chgn_gWxXBO9AilOnk7RJDB4KrQAVqThoqCiFJs,teamuoon,200,316,293,False,False,True,True
GRANDMASTER,i8W8P7iSCwOc-GDex2B53GDxHhYtfO_pQqORY9ZnYQm7dk8,AlphaGoTest004,339,135,55,False,False,False,True
GRANDMASTER,drlcCiNpYLzNgR87c4c9HG9UCH3_5bxdU_0z-Mn2StcYbrU,SRB Harp,504,228,208,False,False,True,False
