tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,Mo6ZsxoAmrfrgypDVmfXvcM5umIF3wnJqPF015_xFu4FZb8,like cs,273,209,189,False,False,True,False
GRANDMASTER,pQZWiUIEuvpEt_3PeIWzbvP_dW1yM4s5ESJQHGeGf8omIUQ,xzxbzx,367,58,30,False,False,False,False
GRANDMASTER,1Uyyjyq-fhSGlB_QeLkL_HloG3Sb6wXS3Rwx01AN4iFLw3U,쓸모없는 돼지,344,274,244,False,False,True,False
GRANDMASTER,qB5cWfc1YzcvCXFeh7iObuMAGesOsWVJ-zOPKFIhssuNgIU,라면은물붓고3분,357,83,73,False,False,False,False
GRANDMASTER,6RXiEW9kreVRu0KRDyW5iOEl79WvXelVx1Eadu-Jeuhk1qw,다뿌싸삔다,249,103,107,False,False,False,False
GRANDMASTER,AFDQEUcUrM5AfC1zTJ3RKqhGMXAOmWlHq61mQskrxJkVLA,연어 마루,204,295,231,False,False,True,False
GRANDMASTER,nyLrxT6c4L4TKnx4A2LTGBjCXrYF6_vJHvmTea6xiTJTl0U,xin tai wen zhu,600,187,146,False,False,True,True
GRANDMASTER,JW3AThyfRov5-3va-hlq5YFTiCPbplSrVq7oPtzx4Xy5Og,mingkey00,447,118,89,False,False,False,False
GRANDMASTER,m75b9J9OehleV3EEDYYHmiXh93-Qgkpt4FPNEANBN5878fY,Brion Doil,305,300,276,False,False,False,False
GRANDMASTER,nL5cYSeNW_2uP36s4ZUKnrrtmsM7N2hHz3TwbXWu1_sJOLA,zyxzyxzyx,436,224,194,False,False,True,False
GRANDMASTER,15e0lwsL14GBpZoEdz7nd0Z2GbB7pO8wILk7Yeay6px5iYk,s ya yu ,367,323,287,False,False,True,True
GRANDMASTER,nKnnyMKb_4GNpNBt6UaH4MwihZHUqJnu5iT4J39T0AeKACQ,l학선생l,267,123,61,False,False,False,False
GRANDMASTER,im71T9sOjhgh4VJV2Th151lflC3veYKl6K8s-X7Z-Nnbjds,Morgan5358,289,62,53,False,False,False,False
GRANDMASTER,QVE83IjvKLlqVP6rXANkZhUXJHPFlBF89-rylosrn870_A,ShrimpVicious,326,354,331,False,False,True,False
GRANDMASTER,r5lmN9vMYLhEX8P-C0_8T2GywIZ4QtyFGE2yFvonbGUUrw,Cherish myself,351,148,111,True,False,False,False
GRANDMASTER,5CCPas3Nf8KV4yxfHRW9moA0aZZ_es2nPEDjPTDKit16_kw,GCA Star,238,235,221,False,False,False,False
GRANDMASTER,jRdnY7RTOQm1UqIDlF372-Bi_QkhU4A5cz4VAF2Ea7B8a3c,zxcxvvz,266,153,122,True,False,False,False
GRANDMASTER,g8pOWLGb6x4A3U9SOnZTIlTJ-02_aNkCIoPv0-u035drkw,내꿈은롤드컵우승,384,123,96,False,False,True,False
GRANDMASTER,WS8Wk6EuCE3vWZg0cLWGOiIp6Fk837vlMwKpMFJg35qm0A,인생 즐겨요,214,122,105,False,False,False,False
GRANDMASTER,Q1ODP5DgYhxGsolR5Y9A34yu_AViUhzT4yvhlLWaxMBcdGs,인생목표한남더힐,207,99,89,False,False,True,False
GRANDMASTER,2HdPG1J3FY3IUi-0HWhLfsu1aPkhJm__gahpd_1chrgpL2s,DRX BAO,313,139,130,False,False,True,True
GRANDMASTER,YA-dX9Qa6EzI_itZGUdo5tii2kAM4tOvUtQKqbH6Fchll5U,Salad Chan 길 길,421,117,88,False,False,False,False
GRANDMASTER,6Tw7fzLk54sOWI5510o5rGKUIU4jjBEHa9SxPQw1zh6jINY,초보원딜러,301,262,189,True,False,False,False
GRANDMASTER,PqwCYV-tYlEHhDRLP5IMSE7yHezb3i62KSGiG2vVsayYmlw,나만 봐줘 제발,269,378,357,True,False,False,True
GRANDMASTER,VLh_RZL5-5vbpSuYJXuVMjuI-sSsCSlCGaMhxn1jGkhtlQE,yong  han  yu,197,332,257,False,False,True,False
GRANDMASTER,I4UjVqeMH3uSPE9EctHxg6vTve68v64Xvx1KQWQ0GtvThWQ,마가로,211,125,104,False,False,True,True
GRANDMASTER,fyxN-9hiD_zI2EHwGRLKJutR25ZS7DhnZBf7gqybvqJ2lno,OuObbu,233,200,166,False,False,False,False
GRANDMASTER,SF1Abn7LpvRIAVf-2UF0VrtpQ-MlO5yvHN8p1d_GS0ebips,clearlove9fans,635,227,188,False,False,False,True
GRANDMASTER,ae2SR5cnXZv_3UKwkxWUF3YtgwaQpY1FQ5qPdzwfMQIUWrI,기앵강단,163,59,38,False,False,False,False
GRANDMASTER,jE9eVGdncpnyxGzdqDSHnclV2seaGE5t8ESSFnqqrH3-BRk,artknown,606,106,75,False,False,False,False
GRANDMASTER,6TMaoS9Qecq7RQKuqY5rS-s5E0TJ_6dWQKmEvD2L_KRS8Yo,일산 리정혁,251,234,216,True,False,False,False
GRANDMASTER,lVlj7ZGSh3ILdoVAiQEzoibjxTk-JLIRRtq5rhswPu_Q8qw,HeyGirl Gh,327,286,187,False,False,False,False
GRANDMASTER,uEwjm52LfRoOkB_Z3V8YVQFSWBmlrK_p9B7MImq5LhEN_3c,gkfrjtaksgkwk,378,252,232,False,False,False,True
GRANDMASTER,AOm-vsH0Kc2m5aMbJLXWsijqwzyleVcW3PSiepVIEG_8OQ,APK Flawless,509,183,158,False,False,True,False
GRANDMASTER,BYx9t39CQzFxRR_-IuVDSj1cfNzlxnroYQACH4-MYLHZoqM,노력하다,307,132,110,False,False,False,False
GRANDMASTER,xuXe011dc93cw3PWDEIv5nvCji8IGFhPKq6EOwCZTY9sCg,미친놈처럼게임함,445,265,199,True,False,False,False
GRANDMASTER,1nN3U71dZ7gU5I7GoZK1a4yI-voG8lXJoVEjO2Srj1pIuW0,zhiqianghuya666,365,133,106,False,False,False,False
GRANDMASTER,dmFKMaByxDsPU-fJjK3GTzOwQognK00H5StnYcMDSfOkdg,Plz Mist Carry,235,534,503,False,False,True,False
GRANDMASTER,zezDIV1gvWUceoBK8jO2dxfh2Vgo6bUEoH0inXi3w-NDxDg,U Han,208,156,139,False,False,False,False
GRANDMASTER,i-7bvx1sE8xOkCJASIfq-UwwSBEtGuv-mp3VfZRwGEzPrmk,카레여왕 엄승현,216,169,156,False,False,True,False
GRANDMASTER,oWuoLjduwar3RXWy0qlzU8gkGMr3w25uqh-f7M_ywZl34A0,EDGY Pout,378,293,271,False,False,False,False
GRANDMASTER,3TirFyL5HDBtt3v0H8wfrx2DVBYeehUgbIErN32RXwyEHv0,아프리카TV리리스,471,108,83,True,False,False,True
GRANDMASTER,fjyZK0_eZbdUD1xPDTU3YPjWavslI2dRf2UN3b76igkkNbI,SANDBOX Dove,566,179,164,False,False,True,False
GRANDMASTER,tnK-eFu-cfl0EcjbZpxbSkiUqL5dEDPqnb948YfZKD3XE5s,koe7,453,480,389,True,False,False,False
GRANDMASTER,Abq0XHqyUEgS1dn_SbzpcVLCEzBLkj4BqbWfLRwICh9n8qk,그때가 좋았어,332,184,127,False,False,True,True
GRANDMASTER,RcDZsGac8OKsGQJU_RCZGBIXtjrIQayo0BaelRPZLfhMTg,아프리카 TV 모순,277,552,537,False,False,False,False
GRANDMASTER,t3QahE19FAlqvs8X0LnQVMjeDXo7jmMl_ieCD_-BA8BA4JY,kamoufIage,328,241,223,False,False,True,True
GRANDMASTER,uZ8XkGRvSZhnbHTt_ZIv23tlTO8M7kUK7ZMakJFH4SnzIJs,CITRUS2,392,193,166,False,False,True,False
GRANDMASTER,cdQffaAIjswgC7IT4qEFezTqPG3BZeuXtghHuQmYg7CC4Nc,Solo왕,507,272,187,True,False,False,False
GRANDMASTER,53_IBNFRl2lV9ItnLvW_MVtcQJUqoO2taZTldJl0MiyQvHs,hen xiang ying,378,280,270,False,False,True,False
GRANDMASTER,4p68NkrSzuXRuNVDPP4CvzSEchbN0WLAQu1LVhcQGXsgKFc,blwy1,489,158,132,False,False,True,False
GRANDMASTER,6j2UIDtUGrPnDvkSUcqgmDeJRnILvCJxLnXZPuInU8Wi1x4,prob,308,75,51,False,False,False,True
GRANDMASTER,5gM5-RFoVrn0WNFYyZ4eFmbDhWY7f-zg9dzrvh3_K_3mSJ4,이두나1,390,177,157,False,False,False,False
GRANDMASTER,J_7XGFtucjZUuxMcz5K-zzbzJO5mvkgrGm-6A3RjgDmYGOM,Little Rook1e,249,80,56,False,False,True,False
GRANDMASTER,1x9bCcfiSWljhChU4g0y5fyog8tfSkuKJECL2vwADkihpA,닥쳐라배준호,207,134,112,False,False,False,False
GRANDMASTER,5YQVbnXtQy2lrF4lcpmXSyaSVtHqaT8H9fileAyOI6s0wKQ,Want 2 be happy,238,162,134,False,False,False,False
GRANDMASTER,KFpEKibCpvwsVReLeATbhPnksDoxQwMr2PEBlhkDWCbeWg,zer그링,430,266,233,False,False,False,True
GRANDMASTER,tTE7msbkQyZWa0f2MjTU2qYgDvAey_jAN9sXeLpyHKwQQ0w,Baekkk,525,98,61,False,False,True,True
GRANDMASTER,1pgZ5sqRY1l-oaIA5JnXKbDMMa88P3bV8GsylTWVoZcUxGs,Momoko1,366,264,187,False,False,True,True
GRANDMASTER,B-mzQGyMJesXjQ_VfKkYSZevWLboH6cZ45tuEHC_GJ-8a9Y,fantasy44,582,266,232,True,False,False,False
GRANDMASTER,LW0Y_SfLICljDkHC65yd4BRwOf83KntpSOh2btZh3MkHuD0,하필칭찬받다2,341,146,123,True,False,False,False
GRANDMASTER,qSoNYKLDwy5VE-v_-J-1WmxR_NABob9sEKMMrpYwvoZldA,땅꾸넝,415,457,416,False,False,False,False
